timestamp,open,high,low,close,volume
2025-07-21 13:00:00,118140.3,119075.0,117850.5,118805.9,9796.164
2025-07-21 14:00:00,118805.8,119200.0,118389.0,118794.3,7527.749
2025-07-21 15:00:00,118794.4,119111.8,118209.5,118304.1,6129.504
2025-07-21 16:00:00,118304.2,118381.0,117437.9,117726.7,11503.186
2025-07-21 17:00:00,117726.3,118080.3,117283.0,117815.3,6756.533
2025-07-21 18:00:00,117815.2,118197.0,117033.0,117116.3,6712.745
2025-07-21 19:00:00,117116.4,117485.7,116600.0,116724.7,8632.123
2025-07-21 20:00:00,116724.7,117227.1,116566.9,116889.7,4874.757
2025-07-21 21:00:00,116889.6,117338.7,116824.4,117171.7,2186.201
2025-07-21 22:00:00,117171.8,117596.6,117061.0,117307.6,2997.316
2025-07-21 23:00:00,117307.7,117471.0,117062.6,117330.2,2294.397
2025-07-22 00:00:00,117330.2,117475.1,116968.2,117073.1,3217.248
2025-07-22 01:00:00,117073.2,117947.1,115865.0,117700.0,17120.201
2025-07-22 02:00:00,117700.1,117777.9,116914.4,116980.0,4952.129
2025-07-22 03:00:00,116980.0,117250.3,116643.0,117177.0,5821.568
2025-07-22 04:00:00,117176.9,117325.0,116487.0,116500.0,4763.47
2025-07-22 05:00:00,116500.1,117318.0,116484.2,117289.3,5448.567
2025-07-22 06:00:00,117289.5,117799.9,117222.6,117799.7,4793.463
2025-07-22 07:00:00,117799.7,118554.9,117720.8,117959.5,10627.959
2025-07-22 08:00:00,117959.5,118330.6,117441.5,118257.9,7020.282
2025-07-22 09:00:00,118257.9,118638.0,117837.7,118356.3,5655.649
2025-07-22 10:00:00,118356.3,118945.8,118251.5,118945.6,7124.057
2025-07-22 11:00:00,118945.6,119199.9,118766.0,119142.2,7098.797
2025-07-22 12:00:00,119142.2,119422.6,119019.2,119280.6,6802.521
2025-07-22 13:00:00,119280.6,119582.3,117996.1,118135.1,19999.847
2025-07-22 14:00:00,118135.1,119113.7,117522.0,119043.8,17342.947
2025-07-22 15:00:00,119043.9,119175.0,118670.0,118899.8,7551.114
2025-07-22 16:00:00,118899.8,119376.0,118600.0,118663.8,6355.16
2025-07-22 17:00:00,118663.8,119219.5,118377.0,119196.0,6340.551
2025-07-22 18:00:00,119196.0,120300.1,119050.5,119768.0,16594.466
2025-07-22 19:00:00,119768.0,119945.5,119102.8,119286.5,7477.787
2025-07-22 20:00:00,119286.6,119935.0,119207.5,119723.2,4755.338
2025-07-22 21:00:00,119723.2,119794.7,119424.3,119424.3,2081.155
2025-07-22 22:00:00,119424.3,120059.1,119414.8,119857.5,3614.422
2025-07-22 23:00:00,119857.6,120264.8,119831.7,119993.7,4273.752
2025-07-23 00:00:00,119993.7,120146.5,119530.2,119587.6,4326.808
2025-07-23 01:00:00,119587.5,119721.6,119424.6,119521.7,3260.355
2025-07-23 02:00:00,119521.8,119566.9,118981.2,119096.7,6618.498
2025-07-23 03:00:00,119096.6,119112.2,118522.0,118620.8,4454.547
2025-07-23 04:00:00,118620.7,118976.8,118570.0,118976.7,3721.001
2025-07-23 05:00:00,118976.8,118997.7,118584.0,118618.6,2776.691
2025-07-23 06:00:00,118618.7,118700.0,118347.0,118400.1,3953.455
2025-07-23 07:00:00,118400.1,118580.4,118236.1,118327.0,4273.12
2025-07-23 08:00:00,118326.9,118532.9,118200.0,118390.0,3646.901
2025-07-23 09:00:00,118389.9,118446.8,117867.5,118002.0,6281.236
2025-07-23 10:00:00,118002.1,118360.2,117789.2,118331.1,6380.288
2025-07-23 11:00:00,118331.0,118586.3,118119.6,118484.8,4207.585
2025-07-23 12:00:00,118484.7,118615.3,117750.0,117932.6,7753.638
2025-07-23 13:00:00,117932.6,118162.6,117259.7,117336.7,15224.58
2025-07-23 14:00:00,117336.7,118173.9,117262.1,118170.0,8170.071
2025-07-23 15:00:00,118170.0,118687.1,117768.0,118531.0,6448.709
2025-07-23 16:00:00,118530.9,118530.9,117500.0,117671.2,7375.842
2025-07-23 17:00:00,117671.3,118085.0,117250.0,118078.9,7530.341
2025-07-23 18:00:00,118078.9,118346.1,117934.8,118334.8,4341.592
2025-07-23 19:00:00,118334.7,118427.4,118155.6,118344.4,3330.992
2025-07-23 20:00:00,118344.4,118445.1,117507.4,117858.2,6765.285
2025-07-23 21:00:00,117858.3,118144.0,117319.0,118144.0,5532.137
2025-07-23 22:00:00,118143.9,118600.0,117893.3,118537.9,5666.653
2025-07-23 23:00:00,118537.8,118725.3,118373.2,118713.5,4946.572
2025-07-24 00:00:00,118713.4,119102.4,118529.5,119024.0,6473.232
2025-07-24 01:00:00,119024.0,119076.4,118753.1,119060.3,2760.362
2025-07-24 02:00:00,119060.2,119060.3,118763.7,118930.2,2437.91
2025-07-24 03:00:00,118930.2,119265.4,118425.3,118451.5,7723.677
2025-07-24 04:00:00,118451.6,118542.5,117792.8,117905.6,6995.01
2025-07-24 05:00:00,117905.7,117934.1,117448.9,117556.7,8084.956
2025-07-24 06:00:00,117556.6,117820.7,117336.6,117418.3,8124.105
2025-07-24 07:00:00,117418.3,118450.0,117050.2,118368.0,10042.952
2025-07-24 08:00:00,118368.1,118780.0,118179.2,118748.3,6555.566
2025-07-24 09:00:00,118748.4,118789.3,118205.9,118460.2,4974.246
2025-07-24 10:00:00,118460.2,118614.7,117923.0,118350.0,5325.137
2025-07-24 11:00:00,118349.9,118714.2,118267.7,118558.0,4964.193
2025-07-24 12:00:00,118558.0,118700.0,118236.0,118479.5,4245.666
2025-07-24 13:00:00,118479.4,118675.2,118156.0,118171.2,4126.97
2025-07-24 14:00:00,118171.2,119124.9,117773.1,119021.5,12595.444
2025-07-24 15:00:00,119021.5,119469.9,118572.7,119074.1,13101.055
2025-07-24 16:00:00,119074.1,119187.3,118306.0,118498.0,6979.36
2025-07-24 17:00:00,118498.0,119286.0,118446.3,119093.2,4583.343
2025-07-24 18:00:00,119093.1,119376.9,118923.1,119004.0,3939.122
2025-07-24 19:00:00,119004.0,119314.7,118850.1,118902.0,3730.692
2025-07-24 20:00:00,118902.0,118953.9,118672.0,118677.9,2259.962
2025-07-24 21:00:00,118678.0,118749.8,118436.1,118485.4,1806.248
2025-07-24 22:00:00,118485.4,118588.3,118124.8,118225.2,2753.511
2025-07-24 23:00:00,118225.3,118412.6,118112.0,118294.3,2794.894
2025-07-25 00:00:00,118294.4,118410.8,117600.0,117620.0,8563.748
2025-07-25 01:00:00,117620.1,117780.1,117189.9,117334.7,12462.381
2025-07-25 02:00:00,117334.6,117359.4,116300.0,116300.0,19832.225
2025-07-25 03:00:00,116300.0,116393.0,115300.0,115384.6,26599.746
2025-07-25 04:00:00,115384.7,116100.0,115080.0,116043.6,18376.66
2025-07-25 05:00:00,116043.5,116045.1,115222.2,115481.2,10883.154
2025-07-25 06:00:00,115481.2,115481.8,115160.0,115255.3,6041.956
2025-07-25 07:00:00,115255.3,115927.8,114667.3,115288.8,23232.883
2025-07-25 08:00:00,115288.9,115956.8,115005.0,115194.6,18684.94
2025-07-25 09:00:00,115194.6,116051.0,115000.0,116025.3,10682.952
2025-07-25 10:00:00,116025.3,116485.0,115958.9,116277.5,8020.353
2025-07-25 11:00:00,116277.6,116759.6,116277.6,116504.6,7316.593
2025-07-25 12:00:00,116504.6,116629.0,115918.4,116079.6,10522.88
2025-07-25 13:00:00,116079.7,116578.2,115526.2,116195.5,13464.181
2025-07-25 14:00:00,116195.5,116267.9,114846.1,114934.4,14452.342
2025-07-25 15:00:00,114934.5,115824.5,114874.0,115687.4,9345.634
2025-07-25 16:00:00,115687.4,116160.7,115413.1,116143.4,6593.607
2025-07-25 17:00:00,116143.5,116317.7,115831.4,116002.0,5123.7
2025-07-25 18:00:00,116002.0,116540.0,116002.0,116456.0,3847.37
2025-07-25 19:00:00,116455.9,116989.9,116372.2,116649.6,6496.75
2025-07-25 20:00:00,116649.6,117300.0,116530.0,117011.2,8617.46
2025-07-25 21:00:00,117011.2,117359.3,116914.0,117183.3,5348.683
2025-07-25 22:00:00,117183.3,117333.0,117083.0,117250.0,2318.374
2025-07-25 23:00:00,117250.0,117615.3,117150.9,117583.5,3558.182
2025-07-26 00:00:00,117583.4,117585.1,117300.0,117473.2,3595.094
2025-07-26 01:00:00,117473.2,117538.3,117114.2,117143.8,2947.695
2025-07-26 02:00:00,117143.8,117740.6,117143.8,117443.8,3391.08
2025-07-26 03:00:00,117443.7,117580.0,117421.9,117455.8,1613.606
2025-07-26 04:00:00,117455.8,117515.3,117368.9,117469.0,1462.064
2025-07-26 05:00:00,117469.0,117515.9,117390.7,117415.1,1069.712
2025-07-26 06:00:00,117415.1,117430.4,117288.9,117309.0,2042.154
2025-07-26 07:00:00,117309.0,117357.0,117288.0,117288.1,1396.09
2025-07-26 08:00:00,117288.0,117600.3,117288.0,117530.1,2198.405
2025-07-26 09:00:00,117530.1,117594.2,117418.9,117547.4,1360.956
2025-07-26 10:00:00,117547.4,118229.7,117503.8,117954.3,9990.588
2025-07-26 11:00:00,117954.4,118059.5,117758.0,117758.0,3004.125
2025-07-26 12:00:00,117758.1,117980.0,117755.0,117885.0,1883.642
2025-07-26 13:00:00,117885.0,118211.8,117820.6,118099.4,3105.582
2025-07-26 14:00:00,118099.4,118200.0,117923.0,118030.2,2592.956
2025-07-26 15:00:00,118030.1,118148.9,117801.0,118111.1,2752.452
2025-07-26 16:00:00,118111.1,118200.0,117982.3,118055.0,1992.921
2025-07-26 17:00:00,118055.1,118078.8,117960.8,118009.4,920.899
2025-07-26 18:00:00,118009.4,118086.2,117917.7,118063.9,1542.86
2025-07-26 19:00:00,118063.8,118300.0,118022.8,118209.0,1583.751
2025-07-26 20:00:00,118209.1,118209.1,117846.1,117919.2,2265.727
2025-07-26 21:00:00,117919.2,118052.3,117852.0,118013.2,1002.244
2025-07-26 22:00:00,118013.2,118289.3,117950.0,117974.9,2056.059
2025-07-26 23:00:00,117974.9,118018.3,117854.0,117889.2,1447.942
2025-07-27 00:00:00,117889.3,117944.0,117800.8,117927.2,1492.135
2025-07-27 01:00:00,117927.2,118180.5,117888.0,118063.6,1224.851
2025-07-27 02:00:00,118063.7,118356.0,117980.3,118302.8,1930.033
2025-07-27 03:00:00,118302.8,118311.9,118060.1,118162.0,1614.917
2025-07-27 04:00:00,118161.9,118250.0,118114.0,118199.9,987.668
2025-07-27 05:00:00,118199.9,118286.3,118139.0,118258.2,1377.932
2025-07-27 06:00:00,118258.3,118432.1,118176.3,118240.1,1745.029
2025-07-27 07:00:00,118240.1,118240.1,118041.6,118083.6,1859.305
2025-07-27 08:00:00,118083.5,118116.6,117923.0,117923.0,2384.877
2025-07-27 09:00:00,117923.0,117978.6,117822.2,117913.7,1936.492
2025-07-27 10:00:00,117913.6,118273.8,117913.6,118155.9,2640.866
2025-07-27 11:00:00,118155.9,118243.6,118022.0,118053.4,1652.459
2025-07-27 12:00:00,118053.3,118093.9,117850.0,118065.6,2358.699
2025-07-27 13:00:00,118065.3,118197.0,118051.2,118182.3,1696.971
2025-07-27 14:00:00,118182.3,118488.0,118116.4,118414.8,5502.434
2025-07-27 15:00:00,118414.8,118583.2,118220.3,118580.8,4524.944
2025-07-27 16:00:00,118580.9,119550.0,118580.8,119081.3,18271.491
2025-07-27 17:00:00,119081.4,119327.1,118840.0,119184.4,4750.244
2025-07-27 18:00:00,119184.4,119378.8,118880.2,119008.1,2798.675
2025-07-27 19:00:00,119008.0,119076.9,118875.1,118953.3,1345.037
2025-07-27 20:00:00,118953.3,119175.1,118709.9,118739.9,2320.873
2025-07-27 21:00:00,118740.0,119268.0,118709.2,119257.3,2196.166
2025-07-27 22:00:00,119257.3,119766.0,119210.0,119486.6,6305.658
2025-07-27 23:00:00,119486.6,119537.3,119138.2,119423.4,3061.203
2025-07-28 00:00:00,119423.5,119692.3,119122.2,119228.8,3614.685
2025-07-28 01:00:00,119228.9,119485.2,118949.9,119031.6,3800.858
2025-07-28 02:00:00,119031.6,119812.0,119010.1,119432.6,5040.206
2025-07-28 03:00:00,119432.7,119525.2,119208.0,119269.7,2121.795
2025-07-28 04:00:00,119269.6,119413.6,119111.8,119200.0,2204.976
2025-07-28 05:00:00,119200.0,119692.0,119127.6,119517.1,3193.028
2025-07-28 06:00:00,119517.1,119600.0,119422.1,119444.9,1790.069
2025-07-28 07:00:00,119444.9,119445.0,118742.0,118873.2,6180.986
2025-07-28 08:00:00,118873.1,119091.2,118744.1,119053.5,3595.413
2025-07-28 09:00:00,119053.5,119053.6,118668.6,118920.9,2408.727
2025-07-28 10:00:00,118920.9,118959.1,118610.0,118757.2,2314.723
2025-07-28 11:00:00,118757.3,118855.6,118471.3,118813.3,4259.326
2025-07-28 12:00:00,118813.4,119085.0,118764.0,118828.6,4306.294
2025-07-28 13:00:00,118828.7,119065.2,118210.0,118412.0,11767.373
2025-07-28 14:00:00,118411.9,118666.0,117900.0,117968.3,9978.882
2025-07-28 15:00:00,117968.3,118487.4,117900.0,118152.8,7432.19
2025-07-28 16:00:00,118152.9,118363.0,117983.9,117991.5,3772.393
2025-07-28 17:00:00,117991.6,118100.0,117612.0,117650.0,7114.554
2025-07-28 18:00:00,117649.9,117846.1,117388.0,117760.4,6005.964
2025-07-28 19:00:00,117760.4,118279.0,117523.2,118050.0,5417.986
2025-07-28 20:00:00,118050.0,118150.1,117466.1,118017.7,3266.923
2025-07-28 21:00:00,118017.7,118329.8,117923.0,118081.5,2230.852
2025-07-28 22:00:00,118081.6,118235.9,117728.1,117843.0,3111.005
2025-07-28 23:00:00,117842.9,118153.8,117788.0,118041.4,1783.121
2025-07-29 00:00:00,118041.5,118433.4,117500.0,117945.0,5631.038
2025-07-29 01:00:00,117944.9,118224.0,117736.7,117738.6,1827.389
2025-07-29 02:00:00,117738.6,118068.7,117406.3,118065.6,3878.922
2025-07-29 03:00:00,118065.6,118777.0,118065.6,118745.6,5511.48
2025-07-29 04:00:00,118745.6,118785.0,118377.1,118491.3,3086.52
2025-07-29 05:00:00,118491.3,118837.0,118491.2,118766.0,1995.145
2025-07-29 06:00:00,118766.0,119032.4,118685.3,118720.1,3665.654
2025-07-29 07:00:00,118720.0,119258.7,118714.8,118856.2,4696.201
2025-07-29 08:00:00,118856.2,119019.6,118720.5,118887.8,2940.501
2025-07-29 09:00:00,118887.8,118964.8,118722.0,118750.0,1855.48
2025-07-29 10:00:00,118749.9,118792.0,118254.8,118274.2,4648.027
2025-07-29 11:00:00,118274.3,118565.0,118119.1,118560.0,3326.756
2025-07-29 12:00:00,118560.0,119050.0,118407.1,118863.1,6657.549
2025-07-29 13:00:00,118863.1,119000.0,118489.0,118589.9,4249.425
2025-07-29 14:00:00,118590.0,118607.9,117650.0,117781.7,11048.603
2025-07-29 15:00:00,117781.6,117923.3,117218.7,117345.7,12270.167
2025-07-29 16:00:00,117345.7,117730.0,116923.0,117710.9,13070.859
2025-07-29 17:00:00,117711.3,118019.3,117594.0,117723.5,4871.596
2025-07-29 18:00:00,117723.5,117782.4,117437.5,117573.0,2624.509
2025-07-29 19:00:00,117572.9,117998.8,117358.2,117484.9,3625.974
2025-07-29 20:00:00,117485.5,117840.9,117044.1,117478.9,7644.157
2025-07-29 21:00:00,117478.8,117663.6,117141.3,117555.1,2271.792
2025-07-29 22:00:00,117555.1,117822.0,117403.1,117801.5,2170.017
2025-07-29 23:00:00,117801.4,117951.0,117670.2,117897.0,1695.702
2025-07-30 00:00:00,117897.1,117958.3,117485.1,117699.9,2722.299
2025-07-30 01:00:00,117699.9,117983.0,117363.0,117805.1,2501.463
2025-07-30 02:00:00,117805.2,118087.3,117739.7,117979.9,2576.626
2025-07-30 03:00:00,117979.9,118210.0,117859.1,118106.5,2049.714
2025-07-30 04:00:00,118106.5,118230.7,117906.0,117949.9,2131.352
2025-07-30 05:00:00,117950.0,118034.8,117616.1,117948.2,2246.79
2025-07-30 06:00:00,117948.2,118296.9,117948.1,118237.4,2518.975
2025-07-30 07:00:00,118237.3,118384.6,118076.9,118083.1,2849.329
2025-07-30 08:00:00,118083.2,118451.3,117918.0,118324.7,2875.899
2025-07-30 09:00:00,118324.7,118392.3,117950.0,118126.4,2778.034
2025-07-30 10:00:00,118126.4,118393.9,117896.2,117983.9,3290.057
2025-07-30 11:00:00,117983.9,118150.1,117291.6,117526.7,6958.464
2025-07-30 12:00:00,117526.6,117877.0,117300.6,117680.2,5553.487
2025-07-30 13:00:00,117680.2,117825.3,117366.0,117624.5,6021.771
2025-07-30 14:00:00,117624.6,118692.3,117550.4,118678.5,9429.555
2025-07-30 15:00:00,118678.4,118763.5,117777.0,117950.0,7846.815
2025-07-30 16:00:00,117949.9,117974.7,117584.2,117697.0,4157.699
2025-07-30 17:00:00,117697.0,117909.9,117592.6,117748.1,2434.137
2025-07-30 18:00:00,117748.1,117995.4,116444.0,116477.0,15683.226
2025-07-30 19:00:00,116476.9,117083.7,115700.0,116865.2,23954.443
2025-07-30 20:00:00,116865.2,117274.9,116829.8,117138.9,5744.585
2025-07-30 21:00:00,117139.0,117293.6,116900.4,117280.0,2192.938
2025-07-30 22:00:00,117280.0,117440.0,117188.9,117431.2,2667.48
2025-07-30 23:00:00,117431.1,117866.4,117400.0,117771.0,3732.719
2025-07-31 00:00:00,117771.1,118512.6,117713.5,118368.5,7852.732
2025-07-31 01:00:00,118368.6,118420.2,117950.0,118025.2,3627.457
2025-07-31 02:00:00,118025.1,118451.9,117931.2,118392.9,3404.363
2025-07-31 03:00:00,118392.8,118590.0,118323.4,118429.0,3088.652
2025-07-31 04:00:00,118429.0,118522.5,118308.0,118472.3,2484.083
2025-07-31 05:00:00,118472.3,118504.6,118287.3,118320.0,1845.039
2025-07-31 06:00:00,118320.0,118706.1,118238.7,118653.4,2578.948
2025-07-31 07:00:00,118653.4,118910.0,118562.1,118624.1,5264.471
2025-07-31 08:00:00,118624.0,118728.0,118520.2,118550.8,2021.11
2025-07-31 09:00:00,118550.7,118580.0,118423.0,118562.4,1889.655
2025-07-31 10:00:00,118562.4,118700.1,118390.1,118474.0,2196.259
2025-07-31 11:00:00,118473.9,118526.3,118246.8,118330.9,2502.938
2025-07-31 12:00:00,118330.9,118606.6,118252.7,118580.0,3559.887
2025-07-31 13:00:00,118580.1,118684.4,117783.3,118506.2,10689.19
2025-07-31 14:00:00,118506.1,118602.1,117850.0,117871.9,8135.707
2025-07-31 15:00:00,117871.8,118309.6,117835.5,118259.3,4475.235
2025-07-31 16:00:00,118259.4,118850.0,118191.0,118492.0,6830.741
2025-07-31 17:00:00,118492.0,118521.8,117650.0,117712.1,8067.798
2025-07-31 18:00:00,117712.2,117984.9,117350.0,117600.0,7464.279
2025-07-31 19:00:00,117600.1,117711.7,116691.1,116718.9,12248.67
2025-07-31 20:00:00,116718.9,116927.8,116380.0,116450.0,10038.662
2025-07-31 21:00:00,116450.1,116846.1,116157.1,116479.0,6483.978
2025-07-31 22:00:00,116478.9,116479.0,115934.8,115934.9,7142.622
2025-07-31 23:00:00,115934.9,116307.6,115373.9,115697.3,11144.991
2025-08-01 00:00:00,115697.3,115877.8,114239.0,115366.9,21495.534
2025-08-01 01:00:00,115366.9,115547.2,114525.0,115270.2,11791.83
2025-08-01 02:00:00,115270.0,115958.1,115159.6,115908.8,5854.093
2025-08-01 03:00:00,115908.7,116000.0,115557.0,115595.7,3463.39
2025-08-01 04:00:00,115595.6,115658.0,115208.7,115648.3,3763.291
2025-08-01 05:00:00,115648.4,115873.4,115313.3,115511.4,3399.244
2025-08-01 06:00:00,115511.4,115600.0,115017.3,115112.8,4951.036
2025-08-01 07:00:00,115112.9,115257.6,114579.5,115015.1,9100.963
2025-08-01 08:00:00,115015.1,115015.1,114055.6,114552.3,11106.016
2025-08-01 09:00:00,114552.3,115291.1,114495.9,114890.3,6779.132
2025-08-01 10:00:00,114890.4,115153.6,114633.1,114697.7,4419.786
2025-08-01 11:00:00,114697.8,115282.6,114543.2,115246.6,4284.448
2025-08-01 12:00:00,115246.5,115886.0,115083.7,115674.9,10406.269
2025-08-01 13:00:00,115674.9,115956.0,114121.0,114304.7,15360.16
2025-08-01 14:00:00,114304.7,115782.5,113871.1,115568.7,19416.085
2025-08-01 15:00:00,115568.7,115597.4,114625.9,115305.3,9618.253
2025-08-01 16:00:00,115305.3,115656.8,114769.2,114962.2,8504.396
2025-08-01 17:00:00,114962.2,115060.9,114300.0,114387.3,8673.89
2025-08-01 18:00:00,114387.2,114461.5,113632.4,113792.7,15088.794
2025-08-01 19:00:00,113792.7,113887.6,113173.7,113278.5,13821.336
2025-08-01 20:00:00,113278.4,113934.0,113113.0,113900.0,7747.18
2025-08-01 21:00:00,113900.1,114039.0,113617.9,113833.9,3829.7
2025-08-01 22:00:00,113834.0,113958.3,112660.0,113086.2,13460.53
2025-08-01 23:00:00,113086.3,113518.7,112850.7,113244.8,4946.743
2025-08-02 00:00:00,113244.8,113788.0,113145.0,113762.7,4502.157
2025-08-02 01:00:00,113762.6,113863.0,113357.1,113620.1,2536.665
2025-08-02 02:00:00,113620.0,113715.3,113466.1,113647.2,1782.853
2025-08-02 03:00:00,113647.2,113873.7,113647.2,113859.9,2205.4
2025-08-02 04:00:00,113860.0,114000.0,113766.3,113969.6,2648.155
2025-08-02 05:00:00,113969.6,113995.0,113790.2,113929.1,1933.173
2025-08-02 06:00:00,113929.1,113938.9,113415.8,113655.1,4429.015
2025-08-02 07:00:00,113655.0,113965.7,113509.0,113919.9,2927.983
2025-08-02 08:00:00,113920.0,113988.0,113605.5,113633.8,2953.558
2025-08-02 09:00:00,113633.8,113804.7,113520.0,113634.3,2113.884
2025-08-02 10:00:00,113634.4,113662.7,113370.0,113504.2,3065.645
2025-08-02 11:00:00,113504.1,113863.5,113401.0,113732.5,2085.748
2025-08-02 12:00:00,113732.6,113740.5,113519.1,113574.1,1394.751
2025-08-02 13:00:00,113574.1,113595.6,113168.0,113410.1,4365.794
2025-08-02 14:00:00,113410.1,113488.0,112877.0,113054.6,6073.972
2025-08-02 15:00:00,113054.5,113384.6,112769.2,112798.6,6659.876
2025-08-02 16:00:00,112798.6,113219.6,112674.7,113156.9,6845.943
2025-08-02 17:00:00,113156.9,113388.9,112507.9,112689.4,8326.992
2025-08-02 18:00:00,112689.4,112876.6,111990.0,112285.2,11577.854
2025-08-02 19:00:00,112285.1,112895.8,111910.0,112175.5,9586.285
2025-08-02 20:00:00,112175.5,112750.3,112007.9,112750.3,4865.122
2025-08-02 21:00:00,112750.2,113022.5,112506.2,112814.0,3606.922
2025-08-02 22:00:00,112814.1,112965.9,112497.7,112810.2,2268.362
2025-08-02 23:00:00,112810.3,112824.9,112233.3,112508.8,3703.339
2025-08-03 00:00:00,112508.8,112946.2,111850.0,112902.3,7621.422
2025-08-03 01:00:00,112902.3,113225.8,112780.6,113050.3,4125.562
2025-08-03 02:00:00,113050.4,113471.2,113040.2,113466.3,2952.589
2025-08-03 03:00:00,113466.3,113694.0,113380.5,113550.9,3262.197
2025-08-03 04:00:00,113550.9,113550.9,113285.7,113424.2,2317.75
2025-08-03 05:00:00,113424.3,113621.7,113362.5,113570.3,1613.072
2025-08-03 06:00:00,113570.4,113584.8,113417.2,113504.2,960.389
2025-08-03 07:00:00,113504.2,113676.4,113504.2,113647.2,1410.56
2025-08-03 08:00:00,113647.2,113749.7,113492.5,113640.8,2507.752
2025-08-03 09:00:00,113640.9,113672.0,113563.0,113612.4,1049.973
2025-08-03 10:00:00,113612.4,113848.0,113612.3,113846.0,1776.335
2025-08-03 11:00:00,113846.0,114200.0,113810.0,113810.1,5689.399
2025-08-03 12:00:00,113810.0,114049.8,113600.0,113957.0,3418.518
2025-08-03 13:00:00,113957.1,114040.0,113754.4,113896.9,1697.023
2025-08-03 14:00:00,113897.0,114017.3,113529.6,113732.2,3822.871
2025-08-03 15:00:00,113732.2,113922.2,113617.8,113904.3,1961.984
2025-08-03 16:00:00,113904.3,113987.4,113727.8,113950.1,1578.499
2025-08-03 17:00:00,113950.1,114125.2,113894.1,114068.9,1694.486
2025-08-03 18:00:00,114068.9,114420.5,114008.7,114328.4,3186.053
2025-08-03 19:00:00,114328.5,114730.0,114200.1,114259.0,4111.426
2025-08-03 20:00:00,114259.1,114418.9,114110.9,114370.2,1565.003
2025-08-03 21:00:00,114370.1,114469.4,114307.6,114378.8,1021.094
2025-08-03 22:00:00,114378.8,114567.3,114011.3,114264.8,2432.234
2025-08-03 23:00:00,114264.8,114459.7,114120.5,114150.8,1407.678
2025-08-04 00:00:00,114150.9,114890.0,114053.8,114856.6,4830.074
2025-08-04 01:00:00,114856.7,114963.4,114562.8,114637.8,3414.295
2025-08-04 02:00:00,114637.8,114843.5,114358.1,114754.9,2604.549
2025-08-04 03:00:00,114755.0,114760.2,114469.6,114520.2,1446.319
2025-08-04 04:00:00,114520.3,114605.8,114275.2,114336.6,2371.005
2025-08-04 05:00:00,114336.5,114384.6,114130.5,114335.6,2595.415
2025-08-04 06:00:00,114335.7,114447.2,114089.0,114372.1,2167.341
2025-08-04 07:00:00,114372.2,114739.3,114350.3,114607.0,2146.036
2025-08-04 08:00:00,114607.0,114715.0,114301.8,114493.4,2953.541
2025-08-04 09:00:00,114493.4,114700.0,114250.0,114273.0,1666.092
2025-08-04 10:00:00,114272.9,114459.9,114180.0,114201.7,1522.772
2025-08-04 11:00:00,114201.7,114476.7,114166.0,114450.0,1495.264
2025-08-04 12:00:00,114450.1,114499.0,114261.5,114395.3,1720.229
2025-08-04 13:00:00,114395.2,114879.2,114070.0,114870.1,7583.028
2025-08-04 14:00:00,114870.0,115431.6,114574.2,114686.6,14338.898
2025-08-04 15:00:00,114686.6,114981.6,114500.0,114766.3,3933.18
2025-08-04 16:00:00,114766.4,115384.6,114766.4,115253.3,6304.573
2025-08-04 17:00:00,115253.3,115686.0,115091.6,115149.9,6013.005
2025-08-04 18:00:00,115149.8,115270.8,114857.4,114907.3,2226.256
2025-08-04 19:00:00,114907.2,115082.3,114681.1,114724.0,2478.234
2025-08-04 20:00:00,114724.0,115042.6,114580.4,114754.9,3394.162
2025-08-04 21:00:00,114754.9,115222.0,114754.7,115066.3,2107.008
2025-08-04 22:00:00,115066.2,115284.2,115028.1,115284.1,1964.564
2025-08-04 23:00:00,115284.2,115299.0,114990.4,115002.1,2052.751
2025-08-05 00:00:00,115002.1,115073.3,114780.0,114837.5,2358.294
2025-08-05 01:00:00,114837.5,115006.5,114632.8,114668.3,1944.227
2025-08-05 02:00:00,114668.2,114789.3,114562.3,114683.1,1746.107
2025-08-05 03:00:00,114683.1,114700.0,114213.6,114215.0,4269.801
2025-08-05 04:00:00,114214.9,114392.6,114114.0,114287.8,3088.287
2025-08-05 05:00:00,114287.8,114450.0,114201.1,114373.8,2364.307
2025-08-05 06:00:00,114373.8,114468.1,114054.3,114135.0,3121.767
2025-08-05 07:00:00,114134.9,114359.7,113650.0,113924.7,8315.52
2025-08-05 08:00:00,113924.7,114492.0,113869.5,114239.8,4880.831
2025-08-05 09:00:00,114239.8,114783.8,114239.8,114649.7,3903.539
2025-08-05 10:00:00,114649.7,115057.0,114530.1,114799.6,4767.07
2025-08-05 11:00:00,114799.7,114934.4,114700.0,114782.0,1990.943
2025-08-05 12:00:00,114782.1,114860.1,113407.1,113897.0,11025.173
2025-08-05 13:00:00,113897.0,114530.0,113812.9,114322.6,6117.279
2025-08-05 14:00:00,114322.6,114341.9,112582.4,112975.6,22213.271
2025-08-05 15:00:00,112975.6,113192.0,112625.1,112871.8,9433.298
2025-08-05 16:00:00,112871.7,113318.4,112755.1,113120.0,5499.499
2025-08-05 17:00:00,113120.1,113641.2,113034.4,113579.7,4869.781
2025-08-05 18:00:00,113579.7,113613.5,113195.9,113595.9,2955.419
2025-08-05 19:00:00,113595.9,113731.7,113343.6,113573.1,2958.502
2025-08-05 20:00:00,113573.8,113948.0,113443.9,113655.8,3297.657
